timestamp,cpu_percent,ram_used_percent,ram_available_gb,disk_used_percent,disk_free_gb,cpu_temp,battery_percent,plugged_in,health_score
2026-04-22 22:30:28,21.8,72.1,4.4,29.8,334.13,N/A,63,True,90
2026-04-22 22:31:33,19.7,70.6,4.62,29.8,334.05,N/A,64,True,90
2026-04-22 22:32:38,14.7,69.8,4.74,29.8,334.09,N/A,66,True,90
2026-04-22 22:33:43,11.3,68.4,4.97,29.8,334.16,N/A,67,True,90
2026-04-22 22:34:49,11.1,68.5,4.96,29.8,334.16,N/A,68,True,90
2026-04-22 22:35:53,12.3,68.3,4.99,29.8,334.15,N/A,70,True,90
2026-04-22 22:36:59,10.8,69.5,4.8,29.8,334.15,N/A,71,True,90
2026-04-22 22:38:04,11.4,68.9,4.89,29.8,334.15,N/A,72,True,90
2026-04-22 22:39:09,27.5,71.4,4.5,29.8,334.04,N/A,73,True,90
2026-04-22 22:40:14,19.9,71.2,4.54,29.8,334.02,N/A,74,True,90
2026-04-22 22:41:18,23.3,70.8,4.59,29.8,334.16,N/A,75,True,90
2026-04-22 22:42:23,19.0,71.7,4.45,29.7,334.35,N/A,77,True,90
2026-04-22 22:43:28,16.6,77.3,3.57,29.2,336.98,N/A,78,True,90
2026-04-22 22:44:34,11.4,77.1,3.6,29.2,336.98,N/A,79,True,90
2026-04-22 22:45:39,11.6,73.2,4.22,29.2,337.03,N/A,80,True,90
2026-04-22 22:46:44,12.0,69.7,4.77,29.2,337.03,N/A,80,True,90
2026-04-22 22:47:49,10.9,67.4,5.13,29.2,337.03,N/A,80,True,90
2026-04-22 22:48:54,13.1,67.3,5.14,29.2,337.03,N/A,80,True,90
2026-04-22 22:49:59,25.3,67.7,5.07,29.2,337.03,N/A,80,True,90
2026-04-22 22:51:04,12.5,68.9,4.89,29.2,337.03,N/A,80,True,90
2026-04-22 22:52:09,13.1,68.3,4.98,29.2,337.03,N/A,80,True,90
2026-04-22 22:53:15,11.4,68.4,4.98,29.2,337.03,N/A,80,True,90
2026-04-22 22:54:20,13.8,68.1,5.01,29.2,337.03,N/A,80,True,90
2026-04-22 22:55:25,11.1,68.2,5.01,29.2,337.03,N/A,80,True,90
2026-04-22 22:56:30,10.9,68.1,5.01,29.2,337.03,N/A,80,True,90
2026-04-22 22:57:35,11.4,67.7,5.08,29.2,337.03,N/A,80,True,90
2026-04-22 22:58:40,11.5,67.7,5.07,29.2,337.03,N/A,80,True,90
2026-04-22 22:59:45,15.1,67.9,5.05,29.2,337.03,N/A,80,True,90
2026-04-22 23:00:51,14.2,69.5,4.8,29.2,337.02,N/A,80,True,90
2026-04-22 23:01:56,10.8,68.8,4.9,29.2,337.02,N/A,80,True,90
2026-04-22 23:03:01,14.4,68.7,4.93,29.2,337.02,N/A,80,True,90
2026-04-22 23:04:07,10.8,68.3,4.99,29.2,337.02,N/A,80,True,90
2026-04-22 23:05:12,13.8,68.2,5.01,29.2,337.02,N/A,80,True,90
2026-04-22 23:06:17,12.3,68.1,5.01,29.2,337.02,N/A,80,True,90
2026-04-22 23:07:22,11.7,68.0,5.04,29.2,337.02,N/A,80,True,90
2026-04-22 23:08:27,12.4,68.0,5.03,29.2,337.02,N/A,80,True,90
2026-04-22 23:09:32,10.6,68.0,5.03,29.2,337.02,N/A,80,True,90
2026-04-22 23:10:37,12.5,68.0,5.04,29.2,337.02,N/A,80,True,90
2026-04-22 23:11:42,18.4,69.3,4.84,29.2,337.02,N/A,80,True,90
2026-04-22 23:12:48,17.5,71.5,4.49,29.2,337.02,N/A,79,False,90
2026-04-22 23:13:53,30.9,71.9,4.42,29.2,337.02,N/A,79,False,90
2026-04-22 23:14:58,17.3,70.6,4.62,29.2,337.02,N/A,79,False,90
2026-04-22 23:16:03,17.2,69.9,4.74,29.2,337.02,N/A,78,False,90
2026-04-22 23:17:08,17.4,69.8,4.74,29.2,337.02,N/A,78,False,90
2026-04-22 23:18:13,26.8,70.6,4.62,29.2,337.02,N/A,77,False,90
2026-04-22 23:19:18,20.2,71.2,4.54,29.2,337.02,N/A,77,False,90
2026-04-22 23:20:23,17.1,71.0,4.56,29.2,337.02,N/A,77,False,90
2026-04-22 23:21:28,14.3,71.1,4.54,29.2,337.02,N/A,76,False,90
2026-04-22 23:22:33,20.1,70.9,4.58,29.2,337.02,N/A,76,False,90
2026-04-22 23:23:38,29.5,70.6,4.62,29.2,337.02,N/A,75,False,90
2026-04-22 23:24:43,19.1,70.6,4.63,29.2,337.02,N/A,75,False,90
2026-04-22 23:25:47,28.0,70.8,4.6,29.2,337.02,N/A,74,False,90
2026-04-22 23:26:52,19.4,70.7,4.61,29.2,337.02,N/A,74,False,90
2026-04-22 23:27:57,13.0,70.7,4.6,29.2,337.02,N/A,74,False,90
2026-04-22 23:29:02,16.0,69.7,4.77,29.2,337.02,N/A,73,False,90
2026-04-22 23:30:07,15.0,70.0,4.73,29.2,337.02,N/A,73,False,90
2026-04-22 23:31:12,16.7,70.0,4.72,29.2,337.02,N/A,72,False,90
2026-04-22 23:32:17,15.4,69.2,4.85,29.2,337.02,N/A,72,False,90
2026-04-22 23:33:22,17.1,69.2,4.84,29.2,337.02,N/A,72,False,90
2026-04-22 23:34:26,17.2,68.7,4.92,29.2,337.02,N/A,71,False,90
2026-04-22 23:35:31,16.7,68.8,4.91,29.2,337.02,N/A,71,False,90
2026-04-22 23:36:36,15.9,68.8,4.91,29.2,337.02,N/A,70,False,90
2026-04-22 23:37:41,14.5,68.1,5.02,29.2,337.02,N/A,70,False,90
2026-04-22 23:38:46,14.5,68.2,5.0,29.2,337.02,N/A,69,False,90
2026-04-22 23:39:50,17.0,68.2,5.01,29.2,337.02,N/A,69,False,90
2026-04-22 23:40:55,14.6,68.3,4.99,29.2,337.02,N/A,69,False,90
2026-04-22 23:42:00,17.2,69.8,4.75,29.2,337.01,N/A,68,False,90
2026-04-22 23:43:04,14.7,69.1,4.86,29.2,337.01,N/A,68,False,90
2026-04-22 23:44:09,15.7,69.2,4.84,29.2,337.01,N/A,67,False,90
2026-04-22 23:45:14,17.5,69.0,4.87,29.2,337.01,N/A,67,False,90
2026-04-22 23:46:18,17.6,69.6,4.78,29.2,337.01,N/A,67,False,90
2026-04-22 23:47:23,14.5,67.3,5.15,29.2,337.01,N/A,66,False,90
2026-04-22 23:48:28,15.0,67.2,5.16,29.2,337.02,N/A,66,False,90
2026-04-22 23:49:33,15.2,67.3,5.15,29.2,337.02,N/A,65,False,90
2026-04-22 23:50:38,26.1,71.2,4.53,29.2,337.02,N/A,65,False,90
2026-04-22 23:51:44,25.7,69.1,4.86,29.2,337.02,N/A,64,False,90
2026-04-22 23:52:49,28.7,70.5,4.64,29.2,337.02,N/A,64,False,90
2026-04-22 23:53:55,34.0,73.5,4.17,29.2,337.02,N/A,63,False,90
2026-04-22 23:55:01,19.5,73.9,4.11,29.2,337.02,N/A,63,False,90
2026-04-22 23:56:06,17.1,73.4,4.19,29.2,337.01,N/A,62,False,90
2026-04-22 23:57:12,19.2,76.9,3.63,29.2,337.01,N/A,61,False,90
2026-04-22 23:58:18,26.1,78.3,3.42,29.2,337.0,N/A,61,False,90
2026-04-22 23:59:23,17.4,79.3,3.26,29.2,337.0,N/A,60,False,90
2026-04-23 00:00:28,26.8,81.1,2.97,29.2,337.0,N/A,60,False,90
2026-04-23 00:01:35,31.8,80.4,3.09,29.2,337.0,N/A,59,False,90
2026-04-23 00:02:40,23.0,79.2,3.27,29.2,337.0,N/A,58,False,90
2026-04-23 00:03:45,20.6,78.9,3.32,29.2,337.0,N/A,58,False,90
2026-04-23 00:04:51,21.2,79.0,3.3,29.2,337.0,N/A,57,False,90
2026-04-23 00:05:56,15.6,79.8,3.18,29.2,337.0,N/A,57,False,90
2026-04-23 00:07:02,32.2,80.0,3.14,29.2,337.03,N/A,56,False,90
2026-04-23 00:08:07,17.8,79.0,3.3,29.2,337.03,N/A,56,False,90
2026-04-23 00:09:12,24.9,78.6,3.37,29.2,337.03,N/A,55,False,90
2026-04-23 00:10:17,18.4,66.2,5.32,29.2,337.04,N/A,55,False,90
2026-04-23 00:11:21,20.5,68.5,4.96,29.2,336.99,N/A,54,False,90
2026-04-23 00:12:27,25.7,70.0,4.72,29.2,336.99,N/A,53,False,90
2026-04-23 00:13:32,35.4,71.1,4.55,29.2,336.98,N/A,53,False,90
2026-04-23 00:14:37,21.6,70.9,4.58,29.2,336.98,N/A,52,False,90
2026-04-23 00:15:42,24.1,70.7,4.62,29.2,336.99,N/A,52,False,90
2026-04-23 00:16:47,19.8,70.4,4.65,29.2,336.99,N/A,51,False,90
2026-04-23 00:17:52,20.5,70.1,4.71,29.2,336.99,N/A,51,False,90
2026-04-23 00:18:57,36.0,73.0,4.24,29.2,336.98,N/A,50,False,90
2026-04-23 00:20:02,13.1,70.9,4.59,29.2,336.98,N/A,50,False,90
2026-04-23 00:21:07,14.7,69.8,4.76,29.2,336.98,N/A,50,False,90
2026-04-23 00:22:11,25.5,71.5,4.48,29.2,336.99,N/A,49,False,90
2026-04-23 00:23:16,15.6,70.9,4.58,29.2,336.99,N/A,49,False,90
2026-04-23 00:24:21,17.0,71.1,4.55,29.2,336.99,N/A,48,False,90
2026-04-23 00:25:26,14.5,71.1,4.55,29.2,336.99,N/A,48,False,90
2026-04-23 00:26:31,13.9,70.9,4.58,29.2,337.0,N/A,47,False,90
2026-04-23 00:27:36,12.9,74.0,4.09,29.2,336.99,N/A,47,False,90
2026-04-23 00:28:41,19.7,73.6,4.15,29.2,336.99,N/A,46,False,90
2026-04-23 00:29:46,34.7,74.5,4.02,29.2,336.99,N/A,46,False,90
2026-04-23 00:30:51,16.0,72.9,4.26,29.2,336.98,N/A,45,False,90
2026-04-23 00:31:57,22.2,73.1,4.23,29.2,336.97,N/A,45,False,90
2026-04-23 00:33:02,12.7,72.5,4.32,29.2,336.96,N/A,44,False,90
2026-04-23 00:34:07,15.2,83.8,2.54,29.2,336.96,N/A,44,False,90
2026-04-23 00:35:12,15.5,82.6,2.74,29.2,336.96,N/A,43,False,90
2026-04-23 00:36:18,24.2,83.4,2.61,29.2,336.87,N/A,42,False,90
2026-04-23 00:37:24,35.2,83.9,2.53,29.2,336.87,N/A,42,False,90
2026-04-23 00:38:29,14.8,83.6,2.58,29.2,336.85,N/A,41,False,90
2026-04-23 00:39:35,21.4,84.3,2.47,29.2,336.85,N/A,41,False,90
2026-04-23 00:40:40,25.6,85.9,2.22,29.2,336.83,N/A,40,False,75
2026-04-23 00:41:45,13.9,83.5,2.6,29.2,336.83,N/A,40,False,90
2026-04-23 00:42:51,39.6,82.4,2.76,29.2,336.83,N/A,39,False,90
2026-04-23 00:43:57,30.7,83.2,2.65,29.2,336.81,N/A,39,False,90
2026-04-23 00:45:02,43.6,80.3,3.09,29.2,336.81,N/A,38,False,90
2026-04-23 00:46:07,17.8,80.6,3.05,29.2,336.79,N/A,38,False,90
2026-04-23 00:47:12,34.2,79.2,3.27,29.2,336.79,N/A,37,False,90
2026-04-23 00:48:17,15.5,78.8,3.34,29.2,336.79,N/A,37,False,90
2026-04-23 00:49:22,16.1,79.3,3.25,29.2,336.79,N/A,36,False,90
2026-04-23 00:50:27,30.6,80.0,3.15,29.2,336.77,N/A,36,False,90
2026-04-23 00:51:32,17.4,79.6,3.22,29.2,336.79,N/A,35,False,90
2026-04-23 00:52:37,18.9,79.1,3.29,29.2,336.79,N/A,35,False,90
2026-04-23 00:53:43,24.7,79.7,3.19,29.2,336.79,N/A,34,False,90
2026-04-23 00:54:48,22.4,79.7,3.2,29.2,336.79,N/A,34,False,90
2026-04-23 00:55:53,17.9,80.6,3.05,29.2,336.79,N/A,33,False,90
2026-04-23 00:56:58,17.2,79.2,3.27,29.2,336.79,N/A,33,False,90
2026-04-23 00:58:04,15.5,76.0,3.77,29.3,336.34,N/A,32,False,90
2026-04-23 00:59:09,20.1,78.8,3.33,29.3,336.34,N/A,32,False,90
2026-04-23 01:00:14,13.3,77.7,3.51,29.3,336.34,N/A,31,False,90
2026-04-23 01:01:19,14.6,75.0,3.94,29.3,336.3,N/A,31,False,90
2026-04-23 01:02:24,15.5,73.7,4.14,29.3,336.3,N/A,31,False,90
2026-04-23 01:03:29,13.4,73.5,4.17,29.3,336.3,N/A,30,False,90
2026-04-23 01:04:34,12.8,73.6,4.15,29.3,336.2,N/A,30,False,90
2026-04-23 01:05:39,14.8,73.4,4.19,29.3,336.2,N/A,30,False,90
2026-04-23 01:06:46,16.9,74.3,4.04,29.3,336.21,N/A,29,False,90
2026-04-23 01:07:52,15.1,72.0,4.41,29.3,336.21,N/A,29,False,90
2026-04-23 01:08:57,22.6,72.0,4.4,29.4,336.2,N/A,28,False,90
2026-04-23 01:10:03,12.5,72.0,4.41,29.3,336.2,N/A,28,False,90
2026-04-23 01:11:08,11.5,72.0,4.41,29.4,336.19,N/A,28,False,90
2026-04-23 01:12:13,11.7,71.5,4.48,29.4,336.19,N/A,28,False,90
2026-04-23 01:13:17,11.7,71.5,4.48,29.4,336.19,N/A,27,False,90
2026-04-23 01:14:22,11.7,71.4,4.5,29.4,336.19,N/A,27,False,90
2026-04-23 01:15:27,17.2,71.9,4.43,29.4,336.19,N/A,27,False,90
2026-04-23 01:16:32,11.7,69.3,4.83,29.4,336.19,N/A,26,False,90
2026-04-23 01:17:37,11.4,69.4,4.82,29.4,336.19,N/A,26,False,90
2026-04-23 01:18:41,11.9,69.4,4.81,29.4,336.19,N/A,26,False,90
2026-04-23 01:19:46,10.5,69.3,4.83,29.4,336.19,N/A,25,False,90
2026-04-23 01:20:51,10.6,69.3,4.82,29.4,336.19,N/A,25,False,90
2026-04-23 01:21:56,11.6,69.3,4.83,29.4,336.19,N/A,25,False,90
2026-04-23 01:23:01,10.7,69.3,4.83,29.4,336.19,N/A,25,False,90
2026-04-23 01:24:05,11.5,69.5,4.8,29.4,336.19,N/A,24,False,90
2026-04-23 01:25:10,11.4,69.3,4.83,29.4,336.19,N/A,24,False,90
2026-04-23 01:26:15,11.4,69.3,4.83,29.4,336.19,N/A,24,False,90
2026-04-23 01:27:20,11.8,69.3,4.83,29.4,336.19,N/A,23,False,90
2026-04-23 01:28:25,11.0,69.3,4.83,29.4,336.19,N/A,23,False,90
2026-04-23 01:29:29,11.0,69.3,4.82,29.4,336.19,N/A,23,False,90
2026-04-23 01:30:34,17.6,70.0,4.73,29.4,336.19,N/A,22,False,90
2026-04-23 01:31:39,12.3,69.3,4.84,29.4,336.19,N/A,22,False,90
2026-04-23 01:32:44,11.1,69.3,4.84,29.4,336.19,N/A,22,False,90
2026-04-23 01:33:49,11.9,69.3,4.84,29.4,336.19,N/A,21,False,90
2026-04-23 01:34:53,12.9,69.1,4.85,29.4,336.19,N/A,21,False,90
2026-04-23 01:35:58,12.2,69.3,4.82,29.4,336.19,N/A,21,False,90
2026-04-23 01:37:03,13.9,69.4,4.82,29.4,336.19,N/A,21,False,90
2026-04-23 01:38:08,11.7,70.0,4.72,29.4,336.2,N/A,20,False,90
2026-04-23 01:39:13,11.9,70.0,4.73,29.4,336.2,N/A,20,False,90
2026-04-23 01:40:18,11.9,69.9,4.74,29.4,336.2,N/A,20,False,90
2026-04-23 01:41:22,12.2,70.5,4.63,29.4,336.2,N/A,19,False,90
2026-04-23 01:42:27,12.7,70.3,4.68,29.4,336.2,N/A,19,False,90
2026-04-23 01:43:32,10.3,70.2,4.69,29.4,336.2,N/A,19,False,90
2026-04-23 01:44:37,12.4,70.0,4.72,29.4,336.2,N/A,18,False,90
2026-04-23 01:45:42,12.3,70.0,4.72,29.4,336.2,N/A,18,False,90
2026-04-23 01:46:46,12.4,69.9,4.73,29.4,336.2,N/A,18,False,90
2026-04-23 01:47:51,11.9,70.0,4.72,29.4,336.2,N/A,17,False,90
2026-04-23 01:48:56,11.9,70.0,4.72,29.4,336.2,N/A,17,False,90
2026-04-23 01:50:02,30.9,70.9,4.58,29.4,336.2,N/A,17,False,90
2026-04-23 01:51:07,13.3,70.8,4.6,29.4,336.2,N/A,17,False,90
2026-04-23 01:52:11,11.6,70.3,4.68,29.4,336.2,N/A,16,False,90
2026-04-23 01:53:16,11.4,70.2,4.68,29.4,336.2,N/A,16,False,90
2026-04-23 01:54:21,10.4,70.1,4.71,29.4,336.2,N/A,16,False,90
2026-04-23 01:55:26,12.7,70.3,4.68,29.4,336.2,N/A,15,False,90
2026-04-23 01:56:31,14.0,70.2,4.69,29.4,336.2,N/A,15,False,90
2026-04-23 01:57:36,12.5,70.3,4.68,29.4,336.2,N/A,15,False,90
2026-04-23 01:58:41,11.3,70.2,4.68,29.4,336.2,N/A,14,False,90
2026-04-23 01:59:45,14.1,70.3,4.68,29.4,336.2,N/A,14,False,90
2026-04-23 02:00:50,10.7,70.0,4.72,29.4,336.2,N/A,14,False,90
2026-04-23 02:01:55,11.7,69.9,4.73,29.4,336.2,N/A,13,False,90
2026-04-23 02:03:00,13.3,70.0,4.72,29.4,336.2,N/A,13,False,90
2026-04-23 02:04:05,11.4,70.1,4.71,29.4,336.2,N/A,13,False,90
2026-04-23 02:05:10,16.8,70.1,4.71,29.4,336.2,N/A,12,False,90
2026-04-23 02:06:15,12.3,70.1,4.7,29.4,336.2,N/A,12,False,90
2026-04-23 02:07:19,12.9,70.2,4.69,29.3,336.2,N/A,12,False,90
2026-04-23 02:08:24,11.2,70.2,4.7,29.3,336.2,N/A,12,False,90
2026-04-23 02:09:29,12.0,70.2,4.69,29.3,336.2,N/A,11,False,90
2026-04-23 02:10:34,11.8,70.2,4.68,29.3,336.2,N/A,11,False,90
2026-04-23 02:11:39,11.2,70.2,4.69,29.3,336.2,N/A,11,False,90
2026-04-23 02:12:44,12.9,70.2,4.69,29.3,336.2,N/A,10,False,90
2026-04-23 02:13:49,10.8,70.2,4.69,29.3,336.2,N/A,10,False,90
2026-04-23 02:14:54,12.3,70.3,4.67,29.3,336.2,N/A,10,False,90
2026-04-23 02:15:59,11.7,70.1,4.7,29.3,336.2,N/A,9,False,90
2026-04-23 02:17:04,18.3,70.3,4.68,29.3,336.2,N/A,9,False,90
2026-04-23 02:18:09,11.6,70.3,4.67,29.3,336.2,N/A,9,False,90
2026-04-23 02:19:14,12.1,70.1,4.71,29.3,336.2,N/A,9,False,90
2026-04-23 02:20:19,10.7,70.0,4.72,29.3,336.2,N/A,9,False,90
2026-04-23 02:21:24,12.5,69.9,4.73,29.3,336.2,N/A,8,False,90
2026-04-23 02:22:29,10.9,70.0,4.72,29.3,336.2,N/A,8,False,90
2026-04-23 02:23:33,12.8,70.0,4.73,29.3,336.2,N/A,8,False,90
2026-04-23 02:24:38,12.0,70.1,4.7,29.3,336.2,N/A,8,False,90
2026-04-23 02:25:43,12.7,70.2,4.68,29.3,336.2,N/A,8,False,90
2026-04-23 02:26:48,14.7,70.2,4.68,29.3,336.2,N/A,7,False,90
2026-04-23 02:27:53,13.3,70.2,4.69,29.3,336.2,N/A,7,False,90
2026-04-23 02:28:58,12.1,70.2,4.68,29.3,336.2,N/A,7,False,90
2026-04-23 02:30:03,11.0,70.3,4.68,29.3,336.2,N/A,7,False,90
2026-04-23 02:31:08,12.2,70.1,4.71,29.3,336.2,N/A,7,False,90
2026-04-23 02:32:13,13.8,70.8,4.59,29.4,336.2,N/A,6,False,90
2026-04-23 02:33:18,11.9,70.8,4.59,29.4,336.2,N/A,5,False,90
2026-04-23 02:34:23,12.3,71.0,4.57,29.4,336.2,N/A,5,False,90
2026-04-23 02:35:27,12.6,70.7,4.61,29.4,336.2,N/A,5,False,90
2026-04-23 02:36:32,13.2,70.5,4.64,29.4,336.2,N/A,4,False,90
2026-04-23 02:37:37,12.9,70.5,4.64,29.4,336.2,N/A,4,False,90
2026-04-23 02:38:42,11.7,70.5,4.64,29.4,336.2,N/A,4,False,90
2026-04-23 02:39:47,11.7,70.7,4.61,29.4,336.2,N/A,4,False,90
2026-04-23 02:40:52,12.3,70.9,4.59,29.4,336.2,N/A,3,False,90
2026-04-23 02:41:57,11.5,70.9,4.58,29.4,336.2,N/A,3,False,90
2026-04-23 02:43:02,11.3,70.8,4.59,29.4,336.2,N/A,3,False,90
2026-04-23 06:57:27,36.2,75.3,3.88,29.4,336.05,N/A,1,False,90
2026-04-23 06:58:33,17.9,70.6,4.63,29.4,336.05,N/A,1,False,90
2026-04-23 07:04:45,30.5,69.8,4.75,29.1,337.23,N/A,5,True,90
2026-04-23 07:05:50,24.5,74.0,4.09,29.2,336.87,N/A,6,True,90
2026-04-23 07:06:55,15.5,77.7,3.52,29.2,336.88,N/A,7,True,90
2026-04-23 07:08:00,16.5,76.2,3.74,29.2,336.84,N/A,9,True,90
2026-04-23 07:08:44,14.6,74.1,4.07,29.2,336.84,N/A,9,True,90
2026-04-23 07:09:04,14.5,74.9,3.96,29.2,336.84,N/A,10,True,90
2026-04-23 07:09:48,30.7,75.2,3.9,29.2,336.84,N/A,11,True,90
2026-04-23 07:10:10,13.3,75.5,3.85,29.2,336.84,N/A,11,True,90
2026-04-23 07:10:51,30.6,76.3,3.74,29.2,336.84,N/A,12,True,90
2026-04-23 07:11:14,11.7,74.8,3.97,29.2,336.85,N/A,12,True,90
2026-04-23 07:11:54,35.9,75.8,3.8,29.2,336.85,N/A,13,True,90
2026-04-23 07:12:19,25.0,77.7,3.52,29.2,336.85,N/A,13,True,90
2026-04-23 07:12:58,17.3,76.3,3.72,29.2,336.85,N/A,14,True,90
2026-04-23 07:13:22,20.1,76.6,3.68,29.2,336.85,N/A,14,True,90
